objectid,autonomia,carretera,causa,fechahora_ini,hacia,matricula,nivel,pk_final,pk_inicial,poblacion,provincia,ref_incidencia,sentido,tipo,tipolocalizacion,version_incidencia,x,xml_fragment,xml_id,xml_matched_element,xml_parent_child_pos,xml_parent_id,y,x1,y1,actualizado
6603588,GALICIA,AP-9,TRABAJOS DE MANTENIMIENTO,2020/07/21 08:35:00,,C,VERDE,72,72,BORNAIS,A CORUÑA,OC007219145,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,428559353,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>BORNAIS</poblacion>
<fechahora_ini>2020-07-21 08:35</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>AP-9</carretera>
<pk_inicial>  72.0</pk_inicial>
<pk_final>  72.0</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC007219145</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>42.8559353</x>
<y>-8.5312944</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.158,incidencia,,,-85312944,-8.5312944,42.8559353,21/07/2020 13:03:27
6603589,GALICIA,DP-0513,OBRAS EN GENERAL,2020/06/22 10:49:00,,C,VERDE,4.5,3,CACHADA,A CORUÑA,OC006229251,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,432654007,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CACHADA</poblacion>
<fechahora_ini>2020-06-22 10:49</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>DP-0513</carretera>
<pk_inicial>   3.0</pk_inicial>
<pk_final>   4.5</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC006229251</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>43.2654007</x>
<y>-8.5652554</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.159,incidencia,,,-85652554,-8.5652554,43.2654007,21/07/2020 13:03:27
6603590,GALICIA,AP-9,TRABAJOS DE MANTENIMIENTO,2020/07/21 07:30:00,,C,VERDE,76.2,74.5,CAMIÑO DA FERVENZA,A CORUÑA,OC007219049,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,428561179,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CAMIÑO DA FERVENZA</poblacion>
<fechahora_ini>2020-07-21 07:30</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>AP-9</carretera>
<pk_inicial>  74.5</pk_inicial>
<pk_final>  76.2</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC007219049</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>42.8561179</x>
<y>-8.5660979</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.160,incidencia,,,-85660979,-8.5660979,42.8561179,21/07/2020 13:03:27
6603591,GALICIA,DP-2302,TRABAJOS DE MANTENIMIENTO,2020/07/21 09:15:00,,C,VERDE,9.6,6,CARBOAL,A CORUÑA,OC007219164,AMBOS SENTIDOS,OBRAS,0,2,42965099,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CARBOAL</poblacion>
<fechahora_ini>2020-07-21 09:15</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>DP-2302</carretera>
<pk_inicial>   6.0</pk_inicial>
<pk_final>   9.6</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>OC007219164</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>42.965099</x>
<y>-9.1418421</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.161,incidencia,,,-91418421,-9.1418421,42.965099,21/07/2020 13:03:27
6603592,GALICIA,AG-56,TRABAJOS DE MANTENIMIENTO,2020/07/21 10:11:00,,C,VERDE,8.5,7.8,CAROUBANS,A CORUÑA,OC007219193,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,428690814,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CAROUBANS</poblacion>
<fechahora_ini>2020-07-21 10:11</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>AG-56</carretera>
<pk_inicial>   7.8</pk_inicial>
<pk_final>   8.5</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC007219193</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>42.8690814</x>
<y>-8.6600597</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.162,incidencia,,,-86600597,-8.6600597,42.8690814,21/07/2020 13:03:27
6603593,GALICIA,AP-9,TRABAJOS DE MANTENIMIENTO,2020/07/21 07:23:00,,C,VERDE,4,5,CONDUZO,A CORUÑA,OC007219047,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,433141134,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CONDUZO</poblacion>
<fechahora_ini>2020-07-21 07:23</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>AP-9</carretera>
<pk_inicial>   5.0</pk_inicial>
<pk_final>   4.0</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC007219047</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>43.3141134</x>
<y>-8.3864293</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.163,incidencia,,,-83864293,-8.3864293,43.3141134,21/07/2020 13:03:27
6603594,GALICIA,AC-116,OBRAS EN GENERAL,2020/07/21 08:01:00,,C,VERDE,12,6.5,CRUCEIRO (O),A CORUÑA,OC007218102,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,435708818,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CRUCEIRO (O)</poblacion>
<fechahora_ini>2020-07-21 08:01</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>AC-116</carretera>
<pk_inicial>   6.5</pk_inicial>
<pk_final>  12.0</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC007218102</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>43.5708818</x>
<y>-8.2029232</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.164,incidencia,,,-82029232,-8.2029232,43.5708818,21/07/2020 13:03:27
6603595,GALICIA,AC-960,OBRAS EN GENERAL,2020/07/21 09:06:00,,C,VERDE,16.3,16,LEDESMA,A CORUÑA,OC007218178,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,4279985,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>LEDESMA</poblacion>
<fechahora_ini>2020-07-21 09:06</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>AC-960</carretera>
<pk_inicial>  16.0</pk_inicial>
<pk_final>  16.3</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC007218178</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>42.79985</x>
<y>-8.33784</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.165,incidencia,,,-833784,-8.33784,42.79985,21/07/2020 13:03:27
6603596,GALICIA,DP-1914,TRABAJOS DE MANTENIMIENTO,2020/07/21 09:20:00,,C,VERDE,14,21,MEXERICA (A),A CORUÑA,OC007219175,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,430345688,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>MEXERICA (A)</poblacion>
<fechahora_ini>2020-07-21 09:20</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>DP-1914</carretera>
<pk_inicial>  21.0</pk_inicial>
<pk_final>  14.0</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC007219175</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>43.0345688</x>
<y>-8.6610677</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.166,incidencia,,,-86610677,-8.6610677,43.0345688,21/07/2020 13:03:27
6603597,GALICIA,AG-55,TRABAJOS DE MANTENIMIENTO,2020/07/21 08:09:00,,C,VERDE,13.8,15.1,MONTE ACIBEIRA,A CORUÑA,OC007218123,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,432771528,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>MONTE ACIBEIRA</poblacion>
<fechahora_ini>2020-07-21 08:09</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>AG-55</carretera>
<pk_inicial>  15.1</pk_inicial>
<pk_final>  13.8</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC007218123</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>43.2771528</x>
<y>-8.5270646</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.167,incidencia,,,-85270646,-8.5270646,43.2771528,21/07/2020 13:03:27
6603598,GALICIA,AC-116,OBRAS EN GENERAL,2020/07/21 08:02:00,,C,VERDE,6.5,12,MUIÑO (O),A CORUÑA,OC007218103,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,435962563,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>MUIÑO (O)</poblacion>
<fechahora_ini>2020-07-21 08:02</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>AC-116</carretera>
<pk_inicial>  12.0</pk_inicial>
<pk_final>   6.5</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC007218103</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>43.5962563</x>
<y>-8.1543269</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.168,incidencia,,,-81543269,-8.1543269,43.5962563,21/07/2020 13:03:27
6603599,GALICIA,DP-5903,TRABAJOS DE MANTENIMIENTO,2020/07/21 09:15:00,,C,VERDE,21,17,PAROLA (A),A CORUÑA,OC007218180,AMBOS SENTIDOS,OBRAS,0,2,430041358,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>PAROLA (A)</poblacion>
<fechahora_ini>2020-07-21 09:15</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>DP-5903</carretera>
<pk_inicial>  17.0</pk_inicial>
<pk_final>  21.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>OC007218180</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>43.0041358</x>
<y>-8.5668825</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.169,incidencia,,,-85668825,-8.5668825,43.0041358,21/07/2020 13:03:27
6603600,GALICIA,DP-4501,TRABAJOS DE MANTENIMIENTO,2020/07/21 09:03:00,,C,VERDE,3.9,0,PICOTA (A),A CORUÑA,OC007218176,AMBOS SENTIDOS,OBRAS,0,2,4293872,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>PICOTA (A)</poblacion>
<fechahora_ini>2020-07-21 09:03</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>DP-4501</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>   3.9</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>OC007218176</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>42.93872</x>
<y>-8.9926</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.170,incidencia,,,-89926,-8.9926,42.93872,21/07/2020 13:03:27
6603601,GALICIA,DP-3404,TRABAJOS DE MANTENIMIENTO,2020/07/21 09:03:00,,C,VERDE,23,21,PONTE-OLVEIRA,A CORUÑA,OC007219162,AMBOS SENTIDOS,OBRAS,0,2,429647063,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>PONTE-OLVEIRA</poblacion>
<fechahora_ini>2020-07-21 09:03</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>DP-3404</carretera>
<pk_inicial>  21.0</pk_inicial>
<pk_final>  23.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>OC007219162</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>42.9647063</x>
<y>-9.0239763</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.171,incidencia,,,-90239763,-9.0239763,42.9647063,21/07/2020 13:03:27
6603602,GALICIA,AG-64,TRABAJOS DE MANTENIMIENTO,2020/07/21 10:00:00,,C,VERDE,27,25,PUMARIÑO,A CORUÑA,OC007219186,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,434816814,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>PUMARIÑO</poblacion>
<fechahora_ini>2020-07-21 10:00</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>AG-64</carretera>
<pk_inicial>  25.0</pk_inicial>
<pk_final>  27.0</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC007219186</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>43.4816814</x>
<y>-7.9591766</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.172,incidencia,,,-79591766,-7.9591766,43.4816814,21/07/2020 13:03:27
6603603,GALICIA,AP-9,TRABAJOS DE MANTENIMIENTO,2020/07/21 09:49:00,,C,VERDE,11.8,8.8,SEARA (A),A CORUÑA,OC007219184,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,433066206,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>SEARA (A)</poblacion>
<fechahora_ini>2020-07-21 09:49</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>AP-9</carretera>
<pk_inicial>   8.8</pk_inicial>
<pk_final>  11.8</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC007219184</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>43.3066206</x>
<y>-8.3405304</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.173,incidencia,,,-83405304,-8.3405304,43.3066206,21/07/2020 13:03:27
6603604,GALICIA,AC-840,OBRAS EN GENERAL,2018/11/26 12:15:00,,C,AMARILLO,13.5,13.5,TRASANQUELOS,A CORUÑA,OC811269177,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,1,4317509,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>TRASANQUELOS</poblacion>
<fechahora_ini>2018-11-26 12:15</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>AC-840</carretera>
<pk_inicial>  13.5</pk_inicial>
<pk_final>  13.5</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC811269177</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>43.17509</x>
<y>-8.17551</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.174,incidencia,,,-817551,-8.17551,43.17509,21/07/2020 13:03:27
6603605,GALICIA,AC-840,TRABAJOS DE MANTENIMIENTO,2018/11/26 11:54:00,,C,AMARILLO,13.5,13.5,TRASANQUELOS,A CORUÑA,OC811268176,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,1,4317509,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>TRASANQUELOS</poblacion>
<fechahora_ini>2018-11-26 11:54</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>AC-840</carretera>
<pk_inicial>  13.5</pk_inicial>
<pk_final>  13.5</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC811268176</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>43.17509</x>
<y>-8.17551</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.175,incidencia,,,-817551,-8.17551,43.17509,21/07/2020 13:03:27
6603606,GALICIA,AC-453,OBRAS EN GENERAL,2020/07/21 08:00:00,,C,VERDE,1.4,1.5,VENTOSA,A CORUÑA,OC007219087,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,428822421,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>VENTOSA</poblacion>
<fechahora_ini>2020-07-21 08:00</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>AC-453</carretera>
<pk_inicial>   1.5</pk_inicial>
<pk_final>   1.4</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC007219087</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>42.8822421</x>
<y>-8.6255682</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.176,incidencia,,,-86255682,-8.6255682,42.8822421,21/07/2020 13:03:27
6603607,GALICIA,DP-5603,OBRAS EN GENERAL,2020/07/10 13:17:00,,C,VERDE,12.9,1.4,ZAS,A CORUÑA,OC004289083,CRECIENTE DE LA KILOMETRICA,OBRAS,0,17,429100963,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ZAS</poblacion>
<fechahora_ini>2020-07-10 13:17</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>DP-5603</carretera>
<pk_inicial>   1.4</pk_inicial>
<pk_final>  12.9</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC004289083</ref_incidencia>
<version_incidencia>17</version_incidencia>
<x>42.9100963</x>
<y>-8.7505005</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.177,incidencia,,,-87505005,-8.7505005,42.9100963,21/07/2020 13:03:27
6603608,GALICIA,DP-5603,OBRAS EN GENERAL,2020/07/03 14:25:00,,C,VERDE,1.4,12.9,ZAS,A CORUÑA,OC004299096,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,15,429559646,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>A CORUÑA</provincia>
<matricula>C</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ZAS</poblacion>
<fechahora_ini>2020-07-03 14:25</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>DP-5603</carretera>
<pk_inicial>  12.9</pk_inicial>
<pk_final>   1.4</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OC004299096</ref_incidencia>
<version_incidencia>15</version_incidencia>
<x>42.9559646</x>
<y>-8.8623448</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.178,incidencia,,,-88623448,-8.8623448,42.9559646,21/07/2020 13:03:27
6603609,ANDALUCIA,A-381,OBRAS EN GENERAL,2020/07/20 07:22:00,,CA,VERDE,67,69,ALCALA DE LOS GAZULES,CADIZ,CA007208050,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,362779884,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CADIZ</provincia>
<matricula>CA</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALCALA DE LOS GAZULES</poblacion>
<fechahora_ini>2020-07-20 07:22</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-381</carretera>
<pk_inicial>  69.0</pk_inicial>
<pk_final>  67.0</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>CA007208050</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>36.2779884</x>
<y>-5.5837002</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.179,incidencia,,,-55837002,-5.5837002,36.2779884,21/07/2020 13:03:27
6603610,ANDALUCIA,A-381,OBRAS EN GENERAL,2020/07/20 07:22:00,,CA,ROJO,69,67,ALCALA DE LOS GAZULES,CADIZ,CA007209051,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,362938363,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CADIZ</provincia>
<matricula>CA</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALCALA DE LOS GAZULES</poblacion>
<fechahora_ini>2020-07-20 07:22</fechahora_ini>
<nivel>ROJO</nivel>
<carretera>A-381</carretera>
<pk_inicial>  67.0</pk_inicial>
<pk_final>  69.0</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>CA007209051</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>36.2938363</x>
<y>-5.5913825</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.180,incidencia,,,-55913825,-5.5913825,36.2938363,21/07/2020 13:03:27
6603611,ANDALUCIA,AP-4,OBRAS EN GENERAL,2020/07/21 07:12:00,,CA,VERDE,65.5,64.7,,CADIZ,CA007219038,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,368218087,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CADIZ</provincia>
<matricula>CA</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion></poblacion>
<fechahora_ini>2020-07-21 07:12</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>AP-4</carretera>
<pk_inicial>  64.7</pk_inicial>
<pk_final>  65.5</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>CA007219038</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>36.8218087</x>
<y>-6.0339443</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.181,incidencia,,,-60339443,-6.0339443,36.8218087,21/07/2020 13:03:27
6603612,ANDALUCIA,A-381,OBRAS EN GENERAL,2020/07/20 07:22:00,,CA,ROJO,71.5,69,,CADIZ,CA007208051,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,362779884,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CADIZ</provincia>
<matricula>CA</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion></poblacion>
<fechahora_ini>2020-07-20 07:22</fechahora_ini>
<nivel>ROJO</nivel>
<carretera>A-381</carretera>
<pk_inicial>  69.0</pk_inicial>
<pk_final>  71.5</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>CA007208051</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>36.2779884</x>
<y>-5.5837002</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.182,incidencia,,,-55837002,-5.5837002,36.2779884,21/07/2020 13:03:27
